,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
744,says producing better,0.2,0.2,0.2,0.2,0.2,Neutral
745,experimental creates disinfectant,0.2,0.2,0.2,0.2,0.2,Neutral
746,residential established new,0.2,0.2,0.2,0.2,0.2,Neutral
747,delegating hiring least future likely undermine,0.2,0.2,0.2,0.2,0.2,Neutral
748,digitally credulous less issue national,0.2,0.2,0.2,0.2,0.2,Neutral
749,experimental involving make possible safely transplant,0.515000,0.127500,0.170000,0.136250,0.128750,Happiness
750,rapid reversing public threatens,0.2,0.2,0.2,0.2,0.2,Neutral
751,closer immigrant certain less,0.2,0.2,0.2,0.2,0.2,Neutral
752,scientist unexpected,0.2,0.2,0.2,0.2,0.2,Neutral
753,residing live longer less affluent,0.2,0.2,0.2,0.2,0.2,Neutral
754,recognize always done,0.2,0.2,0.2,0.2,0.2,Neutral
755,reached saw shed given stanfordgsb,0.2,0.2,0.2,0.2,0.2,Neutral
756,former band toured appeared,0.2,0.2,0.2,0.2,0.2,Neutral
757,average american meat minor small,0.2,0.2,0.2,0.2,0.2,Neutral
758,too often companylevel trust working h,1.233000,0.462000,0.573000,0.465000,0.405000,Happiness
759,acclaimed british stanford presidential,0.2,0.2,0.2,0.2,0.2,Neutral
760,recognize always done,0.2,0.2,0.2,0.2,0.2,Neutral
761,male hardwired conditioned recognize mice new,0.2,0.2,0.2,0.2,0.2,Neutral
762,faculty leading expert,0.2,0.2,0.2,0.2,0.2,Neutral
763,strange polly fordyce bioengineering investigated,0.2,0.2,0.2,0.2,0.2,Neutral
764,ella fitzgerald grateful dead,0.830000,0.746250,0.918750,1.025000,0.632500,Sadness
765,residing live longer less affluent,0.2,0.2,0.2,0.2,0.2,Neutral
766,created phd understand improve,0.061875,0.020156,0.022969,0.019531,0.016563,Happiness
767,ian spent compiling help identify increased,0.2,0.2,0.2,0.2,0.2,Neutral
768,memorial,0.2,0.2,0.2,0.2,0.2,Neutral
769,richard serras ton returned,0.2,0.2,0.2,0.2,0.2,Neutral
770,paid quit platform studied,0.2,0.2,0.2,0.2,0.2,Neutral
771,highly contagious lose herd goes un,0.2,0.2,0.2,0.2,0.2,Neutral
772,alanna easy forward says hard taught important,0.296563,0.138750,0.143437,0.126562,0.111875,Happiness
773,scientist unexpected,0.2,0.2,0.2,0.2,0.2,Neutral
774,say taken long breaks so happens actually qui,0.2,0.2,0.2,0.2,0.2,Neutral
775,shakespeares plays recorded debussy,0.2,0.2,0.2,0.2,0.2,Neutral
776,happens more political less partisa,0.2,0.2,0.2,0.2,0.2,Neutral
777,created phd understand improve,0.030937,0.010078,0.011484,0.009766,0.008281,Happiness
778,simple want messier,0.2,0.2,0.2,0.2,0.2,Neutral
779,ian spent compiling help identify increased,0.2,0.2,0.2,0.2,0.2,Neutral
780,equipped haptic learning,0.000027,0.000013,0.000013,0.000012,0.000008,Happiness
781,pinpointed make altered,0.2,0.2,0.2,0.2,0.2,Neutral
782,wears earlier,0.2,0.2,0.2,0.2,0.2,Neutral
783,deepened understanding,0.2,0.2,0.2,0.2,0.2,Neutral
784,hop rural provide,0.2,0.2,0.2,0.2,0.2,Neutral
785,guest campus,0.2,0.2,0.2,0.2,0.2,Neutral
786,new outlines sustainable engagement,0.2,0.2,0.2,0.2,0.2,Neutral
787,breadth really hard wipe black f,0.068594,0.120313,0.125781,0.122344,0.086875,Fear
788,still give suggests intuitive,0.2,0.2,0.2,0.2,0.2,Neutral
789,pinpointed make altered,0.2,0.2,0.2,0.2,0.2,Neutral
790,yellow higher also slow economic low high,0.793750,0.453125,0.420625,0.435625,0.430625,Happiness
791,look animal underestimate soft,1.855000,0.575000,0.585000,0.625000,0.540000,Happiness
792,were much less buoyant giving wordbased,0.2,0.2,0.2,0.2,0.2,Neutral
793,ready get better,0.2,0.2,0.2,0.2,0.2,Neutral
794,guest campus perform present,0.506250,0.157500,0.170000,0.168750,0.140000,Happiness
795,having warm actually improves social lauren,0.229375,0.076875,0.103750,0.081250,0.067500,Happiness
796,flam away,0.2,0.2,0.2,0.2,0.2,Neutral
797,equipped haptic learning,0.000013,0.000006,0.000006,0.000006,0.000004,Happiness
798,social never rolls comes tireless,0.114687,0.038437,0.051875,0.040625,0.033750,Happiness
799,stanford elsewhere pushing driven potential,0.2,0.2,0.2,0.2,0.2,Neutral
800,say basically want personal,0.408750,0.280000,0.280000,0.281250,0.248750,Happiness
801,exploring predict prevent improve,0.015469,0.005039,0.005742,0.004883,0.004141,Happiness
802,tragic turn social,0.057344,0.019219,0.025937,0.020313,0.016875,Happiness
803,americans eat profoundly shaped performed military doctoral,0.811250,0.428750,0.555000,0.438750,0.391250,Happiness
804,get preferred cause subtle genetic,0.2,0.2,0.2,0.2,0.2,Neutral
805,created stanford flutter wind swim earth ocean,0.970000,0.366250,0.512500,0.412500,0.361250,Happiness
806,practicing nature exercising leading involves meaning,0.887500,0.302500,0.355000,0.335000,0.357500,Happiness
807,know easy seduce ordinary good bad philip says is possible,0.122770,0.034759,0.037261,0.036007,0.034131,Happiness
808,individual says ive really learned,0.000007,0.000003,0.000003,0.000003,0.000002,Happiness
809,insomnia suffering hurts sleep says dont,2.481250,1.012500,1.063750,0.866250,1.512500,Happiness
810,stanford elsewhere pushing driven potential,0.2,0.2,0.2,0.2,0.2,Neutral
811,teetering cusp different says,0.2,0.2,0.2,0.2,0.2,Neutral
812,say basically want personal,0.204375,0.140000,0.140000,0.140625,0.124375,Happiness
813,present sharpen young tend,0.127017,0.039581,0.042728,0.042402,0.035161,Happiness
814,exploring predict prevent improve,0.007734,0.002520,0.002871,0.002441,0.002070,Happiness
815,average exposed,0.2,0.2,0.2,0.2,0.2,Neutral
816,actually lower hired social adina recent,0.028672,0.009609,0.012969,0.010156,0.008438,Happiness
817,tell theyre genetically predisposed overeating low,0.2,0.2,0.2,0.2,0.2,Neutral
818,transforming supersensitive stanford medical built,0.2,0.2,0.2,0.2,0.2,Neutral
819,emotional natural american,0.101250,0.043125,0.046250,0.044062,0.041875,Happiness
820,average exposed,0.2,0.2,0.2,0.2,0.2,Neutral
821,tell theyre genetically predisposed overeating low,0.2,0.2,0.2,0.2,0.2,Neutral
822,nd overall,0.2,0.2,0.2,0.2,0.2,Neutral
823,crossing geological takes,0.2,0.2,0.2,0.2,0.2,Neutral
824,liu advanced,0.2,0.2,0.2,0.2,0.2,Neutral
825,silver furrowed make aging look distinguished aging,0.2,0.2,0.2,0.2,0.2,Neutral
826,sec reopen moving,0.2,0.2,0.2,0.2,0.2,Neutral
827,autumn bing overseas launch new stanford w,1.870000,0.605000,0.605000,0.830000,0.560000,Happiness
828,actually lower hired social adina recent,0.014336,0.004805,0.006484,0.005078,0.004219,Happiness
829,complete crucial performing,0.2,0.2,0.2,0.2,0.2,Neutral
830,do spend percent visiting came,0.2,0.2,0.2,0.2,0.2,Neutral
831,transforming supersensitive stanford medical built,0.2,0.2,0.2,0.2,0.2,Neutral
832,say raising hardest letting go financial,0.2,0.2,0.2,0.2,0.2,Neutral
833,sleep inherently dangerous pelayo says wired sounds,0.425625,0.366250,0.593125,0.391875,0.278750,Fear
834,free open include learn,0.272502,0.071876,0.083126,0.071876,0.068126,Happiness
835,small revealed treated,2.015000,0.545000,0.555000,0.555000,0.525000,Happiness
836,national medalist awardwinning civil,0.2,0.2,0.2,0.2,0.2,Neutral
837,national fellows mentorship undergraduates highranking fr,0.2,0.2,0.2,0.2,0.2,Neutral
838,stanford documented devastating climate also dev,0.2,0.2,0.2,0.2,0.2,Neutral
839,start new affect many,0.2,0.2,0.2,0.2,0.2,Neutral
840,likely achieve sketched vague new yearsrelevant,0.2,0.2,0.2,0.2,0.2,Neutral
841,willpower give less willpower,0.2,0.2,0.2,0.2,0.2,Neutral
842,final,0.2,0.2,0.2,0.2,0.2,Neutral
843,el paso take pt,0.2,0.2,0.2,0.2,0.2,Neutral
844,still think soft yet explored,0.927500,0.287500,0.292500,0.312500,0.270000,Happiness
845,good takes unerringly point even simple much,0.000270,0.000071,0.000074,0.000070,0.000069,Happiness
846,good good,0.000067,0.000018,0.000018,0.000017,0.000017,Happiness
847,want hear thoughtful even disagree,2.055000,0.580000,0.560000,0.655000,0.545000,Happiness
848,enjoys says usua rose,0.2,0.2,0.2,0.2,0.2,Neutral
849,stanford electrical developed make save,0.441250,0.153750,0.185000,0.166250,0.128750,Happiness
850,defines said privileged,0.2,0.2,0.2,0.2,0.2,Neutral
851,using sean wu utkan figured shepherd nearly c,0.2,0.2,0.2,0.2,0.2,Neutral
852,true found developed put new,0.2,0.2,0.2,0.2,0.2,Neutral
853,average spends parked autonomous drop,0.2,0.2,0.2,0.2,0.2,Neutral
854,website went extensive make easier find,0.2,0.2,0.2,0.2,0.2,Neutral
855,were looking back ideas gave here stopped,1.530000,0.660000,0.660000,0.665000,0.605000,Happiness
856,were looking back shaped here,0.2,0.2,0.2,0.2,0.2,Neutral
857,developed electronic give robotic,0.2,0.2,0.2,0.2,0.2,Neutral
858,found positive memory,1.680000,1.000000,0.960000,1.235000,0.845000,Happiness
859,outperform math richer predominantly white opposite true,0.160000,0.071250,0.071250,0.078750,0.071875,Happiness
860,have ever wondered makes energetic going,1.610000,0.605000,0.800000,0.690000,0.595000,Happiness
861,many feel double found overshadowed,0.2,0.2,0.2,0.2,0.2,Neutral
862,faced critical fundamentally technical,0.780000,0.460000,0.465000,0.500000,0.435000,Happiness
863,showed survive continuing live,0.2,0.2,0.2,0.2,0.2,Neutral
864,were looking back defined here played,0.2,0.2,0.2,0.2,0.2,Neutral
865,personal economic optimized,0.102188,0.070000,0.070000,0.070312,0.062187,Happiness
866,cotaught rising explored intersection,0.2,0.2,0.2,0.2,0.2,Neutral
867,implant gave send compose,0.2,0.2,0.2,0.2,0.2,Neutral
868,watched mental yearinreview,1.000000,0.625000,0.710000,0.690000,0.645000,Happiness
869,put wrong wrong learn amazing,0.000002,0.000001,0.000001,0.000001,0.000001,Happiness
870,katherine found systematic interpret,0.2,0.2,0.2,0.2,0.2,Neutral
871,knew caroline said,0.2,0.2,0.2,0.2,0.2,Neutral
872,came realized unexplained,0.2,0.2,0.2,0.2,0.2,Neutral
873,comes close looking defined here,0.2,0.2,0.2,0.2,0.2,Neutral
874,nicu wong cared seminatore,0.2,0.2,0.2,0.2,0.2,Neutral
875,akshay became third win medal prestigious,0.546250,0.168750,0.168750,0.165000,0.146250,Happiness
876,think deep past alex taught visual,0.2,0.2,0.2,0.2,0.2,Neutral
877,musical kronengold said also possessed,1.065000,0.407500,0.330000,0.447500,0.305000,Happiness
878,able dive ever leaving,0.2,0.2,0.2,0.2,0.2,Neutral
879,taught marco built singular autonomously navigate unknown,0.2,0.2,0.2,0.2,0.2,Neutral
880,handson including helped,0.2,0.2,0.2,0.2,0.2,Neutral
881,said shouldnt tell robot inch forward,0.2,0.2,0.2,0.2,0.2,Neutral
882,debuted reliably screen chest,0.2,0.2,0.2,0.2,0.2,Neutral
883,scholars launched datadriven initiative find lower,0.055469,0.020469,0.020000,0.019844,0.017031,Happiness
884,demonstrated stretchable manufacturing,0.2,0.2,0.2,0.2,0.2,Neutral
885,developed automatically accurate wide animated,0.2,0.2,0.2,0.2,0.2,Neutral
886,workshop aka approached,0.2,0.2,0.2,0.2,0.2,Neutral
887,watkins served youngest astronauts astronaut,0.715000,0.277500,0.507500,0.350000,0.277500,Happiness
888,injecting minute immunestimulating directly solid mice eliminate,0.2,0.2,0.2,0.2,0.2,Neutral
889,better expanding gig joined uber,0.2,0.2,0.2,0.2,0.2,Neutral
890,teaching memorize back leave utterly unprepared,0.2,0.2,0.2,0.2,0.2,Neutral
891,used yearold lens adapted modern digital super,0.2,0.2,0.2,0.2,0.2,Neutral
892,summarized worth multitasking,0.2,0.2,0.2,0.2,0.2,Neutral
893,were looking back defined here developed,0.2,0.2,0.2,0.2,0.2,Neutral
894,developed new speed diagnosis bacterial reduce,0.2,0.2,0.2,0.2,0.2,Neutral
895,thinking human natural questioning,0.050625,0.021562,0.023125,0.022031,0.020938,Happiness
896,developed algorithm brains electrical allowing,0.2,0.2,0.2,0.2,0.2,Neutral
897,developed small flying inspired wasps objects w,0.548125,0.728750,0.872500,0.496250,0.663125,Fear
898,comes close looking defined stanfor,0.2,0.2,0.2,0.2,0.2,Neutral
899,claimed th alltime second,0.2,0.2,0.2,0.2,0.2,Neutral
900,comes evaluating flows social study found young,0.003811,0.001304,0.001735,0.001377,0.001135,Happiness
901,lentink carted extremely sensitive costa rica,0.2,0.2,0.2,0.2,0.2,Neutral
902,black see black theyre likely follow preventive,0.021406,0.042813,0.045625,0.047500,0.032500,Sadness
903,sterlingkbrown here,0.2,0.2,0.2,0.2,0.2,Neutral
904,do afraid let light comes close looking,0.069375,0.133750,0.281250,0.166250,0.103125,Fear
905,last featuring highprofile indust,0.2,0.2,0.2,0.2,0.2,Neutral
906,philosophical core comic written,0.2,0.2,0.2,0.2,0.2,Neutral
907,maximum,0.2,0.2,0.2,0.2,0.2,Neutral
908,cameraequipped developed helping,0.2,0.2,0.2,0.2,0.2,Neutral
909,get rid wasteful unproductive sentencing achieve meaningful need stop,0.2,0.2,0.2,0.2,0.2,Neutral
910,faculty stanford chosen several international perfo,0.2,0.2,0.2,0.2,0.2,Neutral
911,grew assumed going catastrophically expensive,0.2,0.2,0.2,0.2,0.2,Neutral
912,here set stanfordwvb second coming,0.2,0.2,0.2,0.2,0.2,Neutral
913,ncaa watch nebraska,0.500000,0.312500,0.355000,0.345000,0.322500,Happiness
914,lowaltitude outrun able certain make better,0.2,0.2,0.2,0.2,0.2,Neutral
915,first serve best known,0.2,0.2,0.2,0.2,0.2,Neutral
916,stanfordwvb sweeping byu national,0.2,0.2,0.2,0.2,0.2,Neutral
917,facing ncaa final,0.390000,0.230000,0.232500,0.250000,0.217500,Happiness
918,first big deep scarce new,0.2,0.2,0.2,0.2,0.2,Neutral
919,found fire electrodes chemical required,0.690000,1.265000,1.765000,1.470000,0.920000,Fear
920,ocean driven humancaused co larger impact previously thought,0.611250,0.316875,0.381875,0.331875,0.290000,Happiness
921,new key open innovative equitable,0.527500,0.332500,0.312500,0.305000,0.282500,Happiness
922,byu ncaa espn,0.2,0.2,0.2,0.2,0.2,Neutral
923,telling high low genetic certain physical,0.2,0.2,0.2,0.2,0.2,Neutral
924,basic creating comprehensive,0.2,0.2,0.2,0.2,0.2,Neutral
925,thought stanford superreach got realized cost almost,0.352500,0.240000,0.246250,0.248750,0.215000,Happiness
926,defines says privileged,0.2,0.2,0.2,0.2,0.2,Neutral
927,implant aspirin given clinical,0.2,0.2,0.2,0.2,0.2,Neutral
928,ago doug engelbart performed demos,0.2,0.2,0.2,0.2,0.2,Neutral
929,first prospective offered,0.2,0.2,0.2,0.2,0.2,Neutral
930,discovering particular mental linked puts,0.2,0.2,0.2,0.2,0.2,Neutral
931,built packaged allowing,0.2,0.2,0.2,0.2,0.2,Neutral
932,young receiving dental linked elevated continued u,0.000227,0.000103,0.000114,0.000107,0.000081,Happiness
933,unlikely brought alade now senior human major,0.2,0.2,0.2,0.2,0.2,Neutral
934,sister,0.2,0.2,0.2,0.2,0.2,Neutral
935,fossil increased global warming,0.2,0.2,0.2,0.2,0.2,Neutral
936,restrictive early available friday,0.2,0.2,0.2,0.2,0.2,Neutral
937,restrictive early available friday,0.2,0.2,0.2,0.2,0.2,Neutral
938,following adopted updated managing social,0.003584,0.001201,0.001621,0.001270,0.001055,Happiness
939,led prashant found direct highly competitive,0.2,0.2,0.2,0.2,0.2,Neutral
940,implant aspirin gives send compose,0.2,0.2,0.2,0.2,0.2,Neutral
941,democratic public,0.2,0.2,0.2,0.2,0.2,Neutral
942,second built next complete,0.2,0.2,0.2,0.2,0.2,Neutral
943,pitt new eve,0.2,0.2,0.2,0.2,0.2,Neutral
944,big final cal,0.2,0.2,0.2,0.2,0.2,Neutral
945,take berkeley rescheduled st big saturday watch live,0.250000,0.156250,0.177500,0.172500,0.161250,Happiness
946,pursuing archaeologybased diseases utilizing,0.2,0.2,0.2,0.2,0.2,Neutral
947,alone enough comes voting emilee,0.317500,0.460000,0.825000,0.912500,0.390000,Sadness
948,grew assumed going catastrophically expensive,0.2,0.2,0.2,0.2,0.2,Neutral
949,double squared march holly hernandez,0.2,0.2,0.2,0.2,0.2,Neutral
950,oneyear start dramatically reduces,0.2,0.2,0.2,0.2,0.2,Neutral
951,hardest synchronized swimming making easy says,0.122500,0.034688,0.037187,0.035937,0.034063,Happiness
952,new reliably screen chest disease less,0.2,0.2,0.2,0.2,0.2,Neutral
953,think looks easy youre also taking granted,0.061250,0.017344,0.018594,0.017969,0.017031,Happiness
954,hosts alabama also coming,0.2,0.2,0.2,0.2,0.2,Neutral
955,developed electronic gives robotic,0.2,0.2,0.2,0.2,0.2,Neutral
956,final ucla next big saturday dec,0.2,0.2,0.2,0.2,0.2,Neutral
957,take ucla,0.2,0.2,0.2,0.2,0.2,Neutral
958,love unlovable forgive unforgivable irrational,0.2,0.2,0.2,0.2,0.2,Neutral
959,really potential many many many tim,0.2,0.2,0.2,0.2,0.2,Neutral
960,have ever wondered makes energetic going,0.805000,0.302500,0.400000,0.345000,0.297500,Happiness
961,communicate unique acquire michael,0.2,0.2,0.2,0.2,0.2,Neutral
962,affect many fellow human,0.2,0.2,0.2,0.2,0.2,Neutral
963,give says still occasionally turns robert,0.2,0.2,0.2,0.2,0.2,Neutral
964,new algorithm read chest xrays performing well radiologist,0.2,0.2,0.2,0.2,0.2,Neutral
965,ella bunnell american major matthew wigler political major,0.2,0.2,0.2,0.2,0.2,Neutral
966,unbeknownst unexpectedly provide serendipitous,0.2,0.2,0.2,0.2,0.2,Neutral
967,clearly absolutely utterly irrevocably unchangeably clear impossible,0.2,0.2,0.2,0.2,0.2,Neutral
968,important think also think,0.2,0.2,0.2,0.2,0.2,Neutral
969,overwhelmingly supports,0.2,0.2,0.2,0.2,0.2,Neutral
970,yearold came realized unexplained,0.2,0.2,0.2,0.2,0.2,Neutral
971,have ever wondered makes energetic going,0.402500,0.151250,0.200000,0.172500,0.148750,Happiness
972,communicate unique acquire says,0.2,0.2,0.2,0.2,0.2,Neutral
973,luby,0.2,0.2,0.2,0.2,0.2,Neutral
974,think drastic risk bruce says,0.2,0.2,0.2,0.2,0.2,Neutral
975,building nice want know,1.093594,0.296875,0.306875,0.308594,0.299531,Happiness
976,grew robstown small south enthralled logic,0.2,0.2,0.2,0.2,0.2,Neutral
977,proud kristina undergrad working glycoimmune,1.590000,0.775000,0.790000,0.645000,0.630000,Happiness
978,drew andy percent previously viewed,0.2,0.2,0.2,0.2,0.2,Neutral
979,affect many fellow human,0.2,0.2,0.2,0.2,0.2,Neutral
980,cool end special,0.2,0.2,0.2,0.2,0.2,Neutral
981,built additional fencing usmexico came,0.2,0.2,0.2,0.2,0.2,Neutral
982,knew caroline says,0.2,0.2,0.2,0.2,0.2,Neutral
983,new thermal help conduct heat delicate electronic also insulate,0.2,0.2,0.2,0.2,0.2,Neutral
984,try enter mean co,0.2,0.2,0.2,0.2,0.2,Neutral
985,disburses randomly selected lowincome,0.2,0.2,0.2,0.2,0.2,Neutral
986,supported good teaching specific,0.000034,0.000009,0.000009,0.000009,0.000009,Happiness
987,please call stanford,0.2,0.2,0.2,0.2,0.2,Neutral
988,due significant smoke last stanford announced following,0.2,0.2,0.2,0.2,0.2,Neutral
989,big scheduled take cal postponed due poor,0.2,0.2,0.2,0.2,0.2,Neutral
990,choking smoky heres context scholars noah diffenbaugh,0.187617,0.162617,0.157500,0.154961,0.145508,Happiness
991,stanford canceled due poor other,0.2,0.2,0.2,0.2,0.2,Neutral
992,knew caroline says,0.2,0.2,0.2,0.2,0.2,Neutral
993,tonight campus read latest wideranging,0.2,0.2,0.2,0.2,0.2,Neutral
994,new thermal help conduct heat delicate electronic also insulate,0.2,0.2,0.2,0.2,0.2,Neutral
995,pisa beatcal,0.2,0.2,0.2,0.2,0.2,Neutral
996,try enter mean co,0.2,0.2,0.2,0.2,0.2,Neutral
997,disburses randomly selected lowincome,0.2,0.2,0.2,0.2,0.2,Neutral
998,high high also pay high little,0.2,0.2,0.2,0.2,0.2,Neutral
999,conduct entire lives go th,0.2,0.2,0.2,0.2,0.2,Neutral
1000,last discussed nuclear potential,0.2,0.2,0.2,0.2,0.2,Neutral
1001,comes evaluating flows social study found youn,0.001792,0.000601,0.000811,0.000635,0.000527,Happiness
1002,scored help defeat oregon score final,0.2,0.2,0.2,0.2,0.2,Neutral
1003,do belong does love am i good created,0.000034,0.000009,0.000009,0.000009,0.000009,Happiness
1004,take final tonight pt,0.2,0.2,0.2,0.2,0.2,Neutral
1005,modified make effective,0.2,0.2,0.2,0.2,0.2,Neutral
1006,shows survive continuing live,0.2,0.2,0.2,0.2,0.2,Neutral
1007,oregon final,0.2,0.2,0.2,0.2,0.2,Neutral
1008,i couldnt think conducive learning creating growing,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
1009,includes activeduty military military depe,0.2,0.2,0.2,0.2,0.2,Neutral
1010,stanford electrical developed make save,0.220625,0.076875,0.092500,0.083125,0.064375,Happiness
1011,happy project back underway here recent featuring,0.073125,0.016875,0.017344,0.018281,0.017188,Happiness
1012,surprisingly hardheaded sizing bosses especially compensation,0.2,0.2,0.2,0.2,0.2,Neutral
1013,last discussed nuclear potential,0.2,0.2,0.2,0.2,0.2,Neutral
1014,veritable academic infectious makes learning true,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1015,rowing perfect drew taylor says constant decisionmaking,0.2,0.2,0.2,0.2,0.2,Neutral
1016,making neurobiology reminds im ive always loved,0.2,0.2,0.2,0.2,0.2,Neutral
1017,know van pediatric,0.2,0.2,0.2,0.2,0.2,Neutral
1018,involved gathered digitized related,0.2,0.2,0.2,0.2,0.2,Neutral
1019,strict lower gun study found,0.620000,1.510000,1.915000,1.440000,1.150000,Fear
1020,including holiday stanford political,2.335000,0.590000,0.600000,0.725000,0.545000,Happiness
1021,shows survive continuing live,0.2,0.2,0.2,0.2,0.2,Neutral
1022,understand never knew,0.2,0.2,0.2,0.2,0.2,Neutral
1023,comes evaluating flows social study found youn,0.000896,0.000300,0.000405,0.000317,0.000264,Happiness
1024,dare doctoral prepares diverse pursue succeed,0.342500,0.218750,0.341250,0.220000,0.176250,Happiness
1025,do belong does love am i good created,0.000034,0.000009,0.000009,0.000009,0.000009,Happiness
1026,navy detonated nuclear islands phd,0.2,0.2,0.2,0.2,0.2,Neutral
1027,modified make effective,0.2,0.2,0.2,0.2,0.2,Neutral
1028,ali comment,0.2,0.2,0.2,0.2,0.2,Neutral
1029,new provides compelling meaningfully divide animal ope,0.2,0.2,0.2,0.2,0.2,Neutral
1030,pac th straight revealed pm,0.2,0.2,0.2,0.2,0.2,Neutral
1031,equalizing single best democracy probabl,0.2,0.2,0.2,0.2,0.2,Neutral
1032,structuring geckos ears found,0.2,0.2,0.2,0.2,0.2,Neutral
1033,pictures artificial google,0.2,0.2,0.2,0.2,0.2,Neutral
1034,shouldnt tell robot inch forward phd,0.2,0.2,0.2,0.2,0.2,Neutral
1035,new stanford percent said cast,0.2,0.2,0.2,0.2,0.2,Neutral
1036,yearold entered frequent rehnqui,0.2,0.2,0.2,0.2,0.2,Neutral
1037,more suggests frequently multitask switching different,0.2,0.2,0.2,0.2,0.2,Neutral
1038,make real said siepr keep,0.2,0.2,0.2,0.2,0.2,Neutral
1039,engaging artistic various saying making creating i,0.2,0.2,0.2,0.2,0.2,Neutral
1040,were packing lab move new pulled dusted,0.2,0.2,0.2,0.2,0.2,Neutral
1041,magic happens interdisciplinary,0.2,0.2,0.2,0.2,0.2,Neutral
1042,well understand digitally first rick constitutional,0.2,0.2,0.2,0.2,0.2,Neutral
1043,graduating together says well always b,0.2,0.2,0.2,0.2,0.2,Neutral
1044,births linked paternal,0.2,0.2,0.2,0.2,0.2,Neutral
1045,private gathered,0.2,0.2,0.2,0.2,0.2,Neutral
1046,new stanford percent said cast,0.2,0.2,0.2,0.2,0.2,Neutral
1047,identified key responsible rapid,0.263750,0.166250,0.156250,0.152500,0.141250,Happiness
1048,design perfect,0.2,0.2,0.2,0.2,0.2,Neutral
1049,many skeptical matter electoral finds profoun,0.740000,0.965000,1.065000,0.780000,0.745000,Fear
1050,adhaerens recognizable nervous,0.650000,0.885000,1.705000,1.040000,0.725000,Fear
1051,yearold entered frequent rehnqui,0.2,0.2,0.2,0.2,0.2,Neutral
1052,first international made little,0.2,0.2,0.2,0.2,0.2,Neutral
1053,go regular far turned,0.2,0.2,0.2,0.2,0.2,Neutral
1054,trying add truth,1.835000,0.765000,0.945000,0.835000,0.700000,Happiness
1055,analyzed internal emails found,0.2,0.2,0.2,0.2,0.2,Neutral
1056,computing given big consistent raising,0.2,0.2,0.2,0.2,0.2,Neutral
1057,pictures artificial google,0.2,0.2,0.2,0.2,0.2,Neutral
1058,new gives bring placebased,0.2,0.2,0.2,0.2,0.2,Neutral
1059,equalizing single best democracy probabl,0.2,0.2,0.2,0.2,0.2,Neutral
1060,according literary embodies horrifying,0.2,0.2,0.2,0.2,0.2,Neutral
1061,here correct operating,0.2,0.2,0.2,0.2,0.2,Neutral
1062,structuring geckos ears found,0.2,0.2,0.2,0.2,0.2,Neutral
1063,single published shows significant positive working,0.2,0.2,0.2,0.2,0.2,Neutral
1064,interested understanding political belong multiple racial,0.397500,0.177500,0.186250,0.173750,0.162500,Happiness
1065,stanford concerts facul,0.2,0.2,0.2,0.2,0.2,Neutral
1066,shouldnt tell robot inch forward phd,0.2,0.2,0.2,0.2,0.2,Neutral
1067,take gig highest average,0.2,0.2,0.2,0.2,0.2,Neutral
1068,very highfunctioning dont often understand,0.2,0.2,0.2,0.2,0.2,Neutral
1069,know learn new much choose,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1070,always homewelcome back alumni,0.2,0.2,0.2,0.2,0.2,Neutral
1071,place once alums pull,0.2,0.2,0.2,0.2,0.2,Neutral
1072,increasingly falling comes attaining prominent financial,0.660000,0.377500,0.427500,0.375000,0.312500,Happiness
1073,score stanford,0.2,0.2,0.2,0.2,0.2,Neutral
1074,intellectually emotionally rest,0.2,0.2,0.2,0.2,0.2,Neutral
1075,small flying inspired wasps objects weight,0.274062,0.364375,0.436250,0.248125,0.331562,Fear
1076,made first lecture constitutional fourteenth ma,0.2,0.2,0.2,0.2,0.2,Neutral
1077,cant discount hard sandra oconnor told,0.025781,0.034688,0.034531,0.027344,0.021875,Anger
1078,very highfunctioning dont often understand,0.2,0.2,0.2,0.2,0.2,Neutral
1079,hosting pm b,0.2,0.2,0.2,0.2,0.2,Neutral
1080,contemporary east asian ceramic view dec,0.2,0.2,0.2,0.2,0.2,Neutral
1081,know learn new much choose,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1082,hosts looking defend individual,0.2,0.2,0.2,0.2,0.2,Neutral
1083,show stanfordtaps directed opens tonight,0.2,0.2,0.2,0.2,0.2,Neutral
1084,small flying inspired wasps objects weight,0.137031,0.182188,0.218125,0.124062,0.165781,Fear
1085,nbcbayarea restored campus,0.2,0.2,0.2,0.2,0.2,Neutral
1086,restored campus,0.2,0.2,0.2,0.2,0.2,Neutral
1087,major conducted user,0.2,0.2,0.2,0.2,0.2,Neutral
1088,flying tugging equipped inspired geckos,0.063281,0.018437,0.019375,0.018437,0.017031,Happiness
1089,says visiting artist ursula works youll know,0.2,0.2,0.2,0.2,0.2,Neutral
1090,tribute old latest ive ever write,0.2,0.2,0.2,0.2,0.2,Neutral
1091,take gig highest rated,0.2,0.2,0.2,0.2,0.2,Neutral
1092,persistent ai painfully learned run,0.275000,0.832500,0.867500,0.840000,0.542500,Fear
1093,june pritchard describing omnigenic complex sparked,0.2,0.2,0.2,0.2,0.2,Neutral
