,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
803,anne white named nuclear,0.644961,0.287910,0.287578,0.317715,0.289961,Happiness
804,open graduate began learning long arr,0.066250,0.017656,0.033906,0.028125,0.017344,Happiness
805,qs mit,0.2,0.2,0.2,0.2,0.2,Neutral
806,autonomous learns use simple navigate new complex,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
807,taking moveable new much,0.2,0.2,0.2,0.2,0.2,Neutral
808,happens blockchain,0.2,0.2,0.2,0.2,0.2,Neutral
809,mit devised guide new,0.2,0.2,0.2,0.2,0.2,Neutral
810,including uncovered large metalli,0.740000,0.690000,0.740000,0.675000,0.575000,Happiness
811,electric,0.2,0.2,0.2,0.2,0.2,Neutral
812,specialized thin developed cause even lowsurfacetension readily form,0.2,0.2,0.2,0.2,0.2,Neutral
813,anew angelikaamon explains proteotoxicity common suggesting,0.2,0.2,0.2,0.2,0.2,Neutral
814,new emits single carry quantum,0.2,0.2,0.2,0.2,0.2,Neutral
815,developed allow typically freeze even,0.2,0.2,0.2,0.2,0.2,Neutral
816,think medical often turn new writes institute,0.2,0.2,0.2,0.2,0.2,Neutral
817,mobile,0.2,0.2,0.2,0.2,0.2,Neutral
818,driven industrial familys desiree solve old environmental,0.960000,0.405000,0.382500,0.367500,0.272500,Happiness
819,spanning recent also reveal geographic gender gap economic,1.295000,0.725000,0.655000,0.705000,0.710000,Happiness
820,happy showing possibleimages stephanie,0.002285,0.000527,0.000542,0.000571,0.000537,Happiness
821,new quickly detects neural make shouldnt,0.2,0.2,0.2,0.2,0.2,Neutral
822,reveal,0.2,0.2,0.2,0.2,0.2,Neutral
823,turned focused,0.2,0.2,0.2,0.2,0.2,Neutral
824,feel fortunate best wished,2.045000,0.655000,0.720000,0.820000,0.545000,Happiness
825,shows sequester explain,0.2,0.2,0.2,0.2,0.2,Neutral
826,love teaching says kim im want,0.2,0.2,0.2,0.2,0.2,Neutral
827,finds aneuploid likely lethal normal,0.2,0.2,0.2,0.2,0.2,Neutral
828,quickly coming end kamal reflects impactful,0.2,0.2,0.2,0.2,0.2,Neutral
829,covers growing menstrual inspired be,0.506250,0.147500,0.155000,0.147500,0.136250,Happiness
830,metabolic disrupted offering new combat,0.2,0.2,0.2,0.2,0.2,Neutral
831,possibly selfdriving,0.2,0.2,0.2,0.2,0.2,Neutral
832,getting,0.2,0.2,0.2,0.2,0.2,Neutral
833,meets assembly,0.2,0.2,0.2,0.2,0.2,Neutral
834,tune trace unwanted sensory,1.500000,0.585000,0.565000,0.675000,0.565000,Happiness
835,mitprofessional lifelong learning taking teaching htt,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
836,new stss forensic work draw,0.2,0.2,0.2,0.2,0.2,Neutral
837,using editing develop new,0.2,0.2,0.2,0.2,0.2,Neutral
838,senior look formula learning high,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
839,set historians new global,0.2,0.2,0.2,0.2,0.2,Neutral
840,mcgovernmit new efficient,0.2,0.2,0.2,0.2,0.2,Neutral
841,solitary come together begin pulsate,0.2,0.2,0.2,0.2,0.2,Neutral
842,is particular influenced really influenced really,0.2,0.2,0.2,0.2,0.2,Neutral
843,studying essential daily npr postdoc,0.2,0.2,0.2,0.2,0.2,Neutral
844,discusses work developing uses,0.2,0.2,0.2,0.2,0.2,Neutral
845,makes susceptible,0.2,0.2,0.2,0.2,0.2,Neutral
846,helping work seamlessly alongside new algorithm accurately predict,0.2,0.2,0.2,0.2,0.2,Neutral
847,proud chelsea,0.795000,0.387500,0.395000,0.322500,0.315000,Happiness
848,hosted special brought together mechanical ranging,0.2,0.2,0.2,0.2,0.2,Neutral
849,mit medical find,0.2,0.2,0.2,0.2,0.2,Neutral
850,q plans going continue structural,0.2,0.2,0.2,0.2,0.2,Neutral
851,commencement detailed new aimed tackling,1.090000,0.745000,0.640000,0.625000,0.665000,Happiness
852,elects serve,0.2,0.2,0.2,0.2,0.2,Neutral
853,experience ocean hed spent simulating anxiously,1.297500,0.522500,0.873750,0.557500,0.462500,Happiness
854,new help explain surprising flickering light amyloid mic,0.2,0.2,0.2,0.2,0.2,Neutral
855,reifs strive try,0.2,0.2,0.2,0.2,0.2,Neutral
856,crossdisciplinary working posed,0.2,0.2,0.2,0.2,0.2,Neutral
857,visiting inspiring,0.2,0.2,0.2,0.2,0.2,Neutral
858,announces new says,0.2,0.2,0.2,0.2,0.2,Neutral
859,were proud chelsea,0.397500,0.193750,0.197500,0.161250,0.157500,Happiness
860,doctoral strong provide says mits new,0.562500,0.317500,0.444375,0.295625,0.249375,Happiness
861,new,0.2,0.2,0.2,0.2,0.2,Neutral
862,tells saving planet st,0.055156,0.019219,0.023125,0.020781,0.016094,Happiness
863,landed says rafael reif graduates ace quick,1.395000,0.620000,0.667500,0.592500,0.565000,Happiness
864,charge,0.2,0.2,0.2,0.2,0.2,Neutral
865,keep challenging really engage human solving peter su,0.2,0.2,0.2,0.2,0.2,Neutral
866,welcome,0.2,0.2,0.2,0.2,0.2,Neutral
867,higher mitcommencement,0.2,0.2,0.2,0.2,0.2,Neutral
868,asked beautiful,1.127500,0.305000,0.327500,0.330000,0.295000,Happiness
869,begin watch live,0.250000,0.156250,0.177500,0.172500,0.161250,Happiness
870,did know comprised mitengineering,0.2,0.2,0.2,0.2,0.2,Neutral
871,entered killian live,0.2,0.2,0.2,0.2,0.2,Neutral
872,flip watch new unique,0.125000,0.078125,0.088750,0.086250,0.080625,Happiness
873,beginning,0.2,0.2,0.2,0.2,0.2,Neutral
874,begin edt live available,0.2,0.2,0.2,0.2,0.2,Neutral
875,certainly make commencement great,0.2,0.2,0.2,0.2,0.2,Neutral
876,undergraduates graduate receive,0.066250,0.017656,0.033906,0.028125,0.017344,Happiness
877,shining blowing gorgeous,0.2,0.2,0.2,0.2,0.2,Neutral
878,celebrate live starts am mitcommencement,0.2,0.2,0.2,0.2,0.2,Neutral
879,am mit commencement red closed,1.145000,1.175000,0.970000,0.705000,0.660000,Anger
880,doctoral now get killian ready,0.342500,0.218750,0.341250,0.220000,0.176250,Happiness
881,joins harnessing precisely efficiently insert large,0.2,0.2,0.2,0.2,0.2,Neutral
882,learn connected graduate wherever takes hope,0.180625,0.048776,0.060651,0.060938,0.048724,Happiness
883,ian enhancing undergraduate graduate,0.016563,0.004414,0.008477,0.007031,0.004336,Happiness
884,phd steven gonzalez cloud computing,0.2,0.2,0.2,0.2,0.2,Neutral
885,succeeded,0.2,0.2,0.2,0.2,0.2,Neutral
886,affectionately known redesigned graduating,2.135000,0.660000,0.790000,0.775000,0.655000,Happiness
887,cee doctoral ready go,0.171250,0.109375,0.170625,0.110000,0.088125,Happiness
888,doctoral starts,0.085625,0.054688,0.085312,0.055000,0.044062,Happiness
889,civil environmental postdocs faculty,0.2,0.2,0.2,0.2,0.2,Neutral
890,q sum undergraduate cee wonderful happy,0.050884,0.019038,0.025135,0.021705,0.018728,Happiness
891,better remind educated protect,0.2,0.2,0.2,0.2,0.2,Neutral
892,explores career albert known trying,0.2,0.2,0.2,0.2,0.2,Neutral
893,mccormick new,0.2,0.2,0.2,0.2,0.2,Neutral
894,autonomous target latch,0.2,0.2,0.2,0.2,0.2,Neutral
895,rekha became new brought,0.2,0.2,0.2,0.2,0.2,Neutral
896,set friday emer,0.2,0.2,0.2,0.2,0.2,Neutral
897,received financial,0.2,0.2,0.2,0.2,0.2,Neutral
898,multiple single provide new medical,0.2,0.2,0.2,0.2,0.2,Neutral
899,light exploded amateur released,0.2,0.2,0.2,0.2,0.2,Neutral
900,mit schwarzman computing working creating new,0.2,0.2,0.2,0.2,0.2,Neutral
901,overcoming traditional d printing giving,0.2,0.2,0.2,0.2,0.2,Neutral
902,mit elsewhere found first blown apart powerful,0.083500,0.040000,0.056250,0.032000,0.032750,Happiness
903,distinctive opened web public ensuring,0.2,0.2,0.2,0.2,0.2,Neutral
904,principal mit receive totaling solutionsoriented,0.2,0.2,0.2,0.2,0.2,Neutral
905,mit unveiled finally capturing muchneeded,0.2,0.2,0.2,0.2,0.2,Neutral
906,lydia institutional help institute,0.2,0.2,0.2,0.2,0.2,Neutral
907,institute oversized seemingly random,0.2,0.2,0.2,0.2,0.2,Neutral
908,initiative blue new shepard crossed karman,0.331250,0.180000,0.177500,0.345000,0.160000,Sadness
909,fdaapproved warn immunerelated labels many never make,0.2,0.2,0.2,0.2,0.2,Neutral
910,identify helps break smaller,0.2,0.2,0.2,0.2,0.2,Neutral
911,april including jeremy noel pictured,0.2,0.2,0.2,0.2,0.2,Neutral
912,only,0.2,0.2,0.2,0.2,0.2,Neutral
913,mit elsewhere found grammarenriched deeplearning better understandin,0.2,0.2,0.2,0.2,0.2,Neutral
914,empowering african,0.2,0.2,0.2,0.2,0.2,Neutral
915,good heavyweight crew ira national,0.138125,0.036562,0.037812,0.035625,0.035312,Happiness
916,doctoral incorrect beliefs economic,0.042813,0.027344,0.042656,0.027500,0.022031,Happiness
917,scaling developing,0.2,0.2,0.2,0.2,0.2,Neutral
918,commencement away friday june sure,0.2,0.2,0.2,0.2,0.2,Neutral
919,yorai shaoul twotime national named most outstanding,1.766480,0.532455,0.550289,0.518857,0.527730,Happiness
920,lab alumni work catch paula,0.2,0.2,0.2,0.2,0.2,Neutral
921,developed mechanical lift heavy reading,0.2,0.2,0.2,0.2,0.2,Neutral
922,developed commercial hopes inspires start looking,0.254375,0.068750,0.082500,0.084375,0.068750,Happiness
923,social computing,0.003584,0.001201,0.001621,0.001270,0.001055,Happiness
924,sensorpacked learns human,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
925,shows artificial neural used drive,0.2,0.2,0.2,0.2,0.2,Neutral
926,international including ronald prinn discovered rising,0.2,0.2,0.2,0.2,0.2,Neutral
927,human white documentary mit comparative studieswriting,0.640000,0.285000,0.285000,0.315000,0.287500,Happiness
928,fail brings together prominent challenges led,0.2,0.2,0.2,0.2,0.2,Neutral
929,poised become new,0.2,0.2,0.2,0.2,0.2,Neutral
930,baking table laundry surprisingly effective making,0.595000,0.290000,0.293750,0.278750,0.275000,Happiness
931,economic arrive much sooner previously thought,1.410000,0.960000,0.985000,0.995000,0.860000,Happiness
932,plagued systemic reduce rather perpetuate,0.2,0.2,0.2,0.2,0.2,Neutral
933,is possible suck existing atmosphere learn,5.000000,5.000000,5.000000,5.000000,5.000000,Happiness
934,uncovered molecular enables withstand important k,0.2,0.2,0.2,0.2,0.2,Neutral
935,ellen margaret played seminal previously untold,0.2,0.2,0.2,0.2,0.2,Neutral
936,cusp doctoral winiowska decadep,0.021406,0.013672,0.021328,0.013750,0.011016,Happiness
937,versed fok saw financial,0.2,0.2,0.2,0.2,0.2,Neutral
938,twisted coated living assist healing injured,0.950000,0.307500,0.352500,0.340000,0.287500,Happiness
939,honor died serving armed christine,0.458007,0.307659,0.292664,0.272664,0.282656,Happiness
940,senior selected scholars drawn,0.887500,0.327500,0.320000,0.317500,0.272500,Happiness
941,novel computational conditioned think facilitate,0.2,0.2,0.2,0.2,0.2,Neutral
942,have great,0.2,0.2,0.2,0.2,0.2,Neutral
943,selfassembly lab developed underwater help sand,0.2,0.2,0.2,0.2,0.2,Neutral
944,uses induce immune,0.2,0.2,0.2,0.2,0.2,Neutral
945,happy last,0.000571,0.000132,0.000135,0.000143,0.000134,Happiness
946,never thought hed accepted,3.590000,4.040000,4.015000,4.005000,4.140000,Disgust
947,challenges facing neuroimagingbased clinical satra,0.390000,0.230000,0.232500,0.250000,0.217500,Happiness
948,met american watersread mit,0.2,0.2,0.2,0.2,0.2,Neutral
949,immersive gaming s wcvb new,1.765000,0.945000,0.735000,0.795000,0.600000,Happiness
950,algorithmic says calls,0.2,0.2,0.2,0.2,0.2,Neutral
951,faculty honored,0.000507,0.000159,0.000164,0.000164,0.000156,Happiness
952,bringing reasoning driverless,0.2,0.2,0.2,0.2,0.2,Neutral
953,tiny powered magnetic help drugdelivery reach,1.730000,0.855000,1.190000,0.700000,0.735000,Happiness
954,last friday celebrated outstanding rd annual studentathlete,1.764000,0.531000,0.549000,0.517500,0.526500,Happiness
955,tony mathcs give mi,0.2,0.2,0.2,0.2,0.2,Neutral
956,figured move,0.2,0.2,0.2,0.2,0.2,Neutral
957,fundamental changed affect said,0.2,0.2,0.2,0.2,0.2,Neutral
958,hold potential new improved,0.2,0.2,0.2,0.2,0.2,Neutral
959,kelly hogan always loved investigating also led,0.2,0.2,0.2,0.2,0.2,Neutral
960,starting phd testify congressional facial,0.2,0.2,0.2,0.2,0.2,Neutral
961,staffilani,0.2,0.2,0.2,0.2,0.2,Neutral
962,dont become new norm faculty,0.2,0.2,0.2,0.2,0.2,Neutral
963,second nasa big,0.2,0.2,0.2,0.2,0.2,Neutral
964,paved linda,0.2,0.2,0.2,0.2,0.2,Neutral
965,show says developing digital,0.2,0.2,0.2,0.2,0.2,Neutral
966,executive explains latest,0.2,0.2,0.2,0.2,0.2,Neutral
967,make complex,0.2,0.2,0.2,0.2,0.2,Neutral
968,kiessling developing carbohydrates explo,0.2,0.2,0.2,0.2,0.2,Neutral
969,good remember take take,0.069062,0.018281,0.018906,0.017812,0.017656,Happiness
970,renowned architect dies east,0.2,0.2,0.2,0.2,0.2,Neutral
971,final underway check final meeting good,0.034531,0.009141,0.009453,0.008906,0.008828,Happiness
972,emerita susan writes wsj using living create f,0.2,0.2,0.2,0.2,0.2,Neutral
973,good havent yet download mobile app,0.017266,0.004570,0.004727,0.004453,0.004414,Happiness
974,athletic encouraged,0.2,0.2,0.2,0.2,0.2,Neutral
975,eleven accept fulbright,0.2,0.2,0.2,0.2,0.2,Neutral
976,computing senior seeks biological,0.2,0.2,0.2,0.2,0.2,Neutral
977,happy rip know kilogram,0.000286,0.000066,0.000068,0.000071,0.000067,Happiness
978,replace many lightweight flexible,0.2,0.2,0.2,0.2,0.2,Neutral
979,more effective boost survival ovarian,0.2,0.2,0.2,0.2,0.2,Neutral
980,provides potential new treating epilepsy new fundamental,0.503750,0.136250,0.138750,0.138750,0.131250,Happiness
981,latest hopereese susan bioinspired,0.2,0.2,0.2,0.2,0.2,Neutral
982,now heres welcome sight delivering hayden,0.2,0.2,0.2,0.2,0.2,Neutral
983,integrate piece says develop,0.2,0.2,0.2,0.2,0.2,Neutral
984,developed new computational taught,0.2,0.2,0.2,0.2,0.2,Neutral
985,public shows,0.2,0.2,0.2,0.2,0.2,Neutral
986,offer authoritative hope,0.127188,0.034375,0.041250,0.042188,0.034375,Happiness
987,designed green building,0.110859,0.044063,0.044375,0.045859,0.045391,Happiness
988,learn dedicated keep thriving,2.500000,2.500000,2.500000,2.500000,2.500000,Happiness
989,happening outside hayden seems winwin therapy,0.2,0.2,0.2,0.2,0.2,Neutral
990,led proposed robotic,0.2,0.2,0.2,0.2,0.2,Neutral
991,neri hoping get think differently objects make,0.063594,0.017188,0.020625,0.021094,0.017188,Happiness
992,generating single quantum computing,0.2,0.2,0.2,0.2,0.2,Neutral
993,new improve,0.012375,0.004031,0.004594,0.003906,0.003313,Happiness
994,happy last,0.000143,0.000033,0.000034,0.000036,0.000034,Happiness
995,williams shed light neurological,0.2,0.2,0.2,0.2,0.2,Neutral
996,stable occasionally experience cause widespread ocean,1.035000,0.307500,0.542500,0.332500,0.300000,Happiness
997,captured infinite amp last,0.2,0.2,0.2,0.2,0.2,Neutral
998,welcomed grad receive wear,0.2,0.2,0.2,0.2,0.2,Neutral
999,there many effective teacher many effective writes,1.620000,0.965000,0.765000,0.690000,0.635000,Happiness
1000,tell machinelearning robust enough real,0.2,0.2,0.2,0.2,0.2,Neutral
1001,tapped mechanical make,0.2,0.2,0.2,0.2,0.2,Neutral
1002,onells high showed nova ap exam mostly,0.2,0.2,0.2,0.2,0.2,Neutral
1003,worked experiment designed,0.2,0.2,0.2,0.2,0.2,Neutral
1004,making included robotic live,0.2,0.2,0.2,0.2,0.2,Neutral
1005,learn applicable many dont afraid lead,0.902500,1.160000,1.750000,1.290000,1.037500,Fear
1006,shoot annual,0.2,0.2,0.2,0.2,0.2,Neutral
1007,mechanical shared,0.2,0.2,0.2,0.2,0.2,Neutral
1008,measuring clarify,0.2,0.2,0.2,0.2,0.2,Neutral
1009,new understanding lead,0.2,0.2,0.2,0.2,0.2,Neutral
1010,robotic daniel improving helping faster,0.2,0.2,0.2,0.2,0.2,Neutral
1011,cameron mcbride andtheodore grunberg modelbased,0.2,0.2,0.2,0.2,0.2,Neutral
1012,launched m grant,0.2,0.2,0.2,0.2,0.2,Neutral
1013,mit european developing deploy,0.2,0.2,0.2,0.2,0.2,Neutral
1014,collect behavioral,0.2,0.2,0.2,0.2,0.2,Neutral
1015,great says focus realworld,0.2,0.2,0.2,0.2,0.2,Neutral
1016,electric combined gasalcohol slash greenhouse,0.2,0.2,0.2,0.2,0.2,Neutral
1017,earned mit degree new shared,0.2,0.2,0.2,0.2,0.2,Neutral
1018,future computerized,1.345000,0.920000,0.715000,0.645000,0.710000,Happiness
1019,coming wanting going there many,0.2,0.2,0.2,0.2,0.2,Neutral
1020,improving cultured making,0.2,0.2,0.2,0.2,0.2,Neutral
1021,came together monday,0.2,0.2,0.2,0.2,0.2,Neutral
1022,final were busy making medialab celeb,0.2,0.2,0.2,0.2,0.2,Neutral
1023,visual work,0.2,0.2,0.2,0.2,0.2,Neutral
1024,susan hockfield new,0.2,0.2,0.2,0.2,0.2,Neutral
1025,painting,1.225000,0.690000,0.610000,0.630000,0.605000,Happiness
1026,includes new,0.2,0.2,0.2,0.2,0.2,Neutral
1027,slated open,0.2,0.2,0.2,0.2,0.2,Neutral
1028,antarctica white alumni hold unfo,0.320000,0.142500,0.142500,0.157500,0.143750,Happiness
1029,new finds ocean help,0.517500,0.153750,0.271250,0.166250,0.150000,Happiness
1030,new suggests dangled harvest enough,0.2,0.2,0.2,0.2,0.2,Neutral
1031,observed first stars universe,1.970000,0.545000,0.600000,0.605000,0.555000,Happiness
1032,womens sailing recently first neisa,0.2,0.2,0.2,0.2,0.2,Neutral
1033,speak investiture doctoral degree conferral,0.010703,0.006836,0.010664,0.006875,0.005508,Happiness
1034,including making detroit take,0.2,0.2,0.2,0.2,0.2,Neutral
1035,black nano yard make accessible explains,0.010703,0.021406,0.022812,0.023750,0.016250,Sadness
1036,pleased bewildered say im national geographic almanac,0.2,0.2,0.2,0.2,0.2,Neutral
1037,considered fullneed meaning,0.2,0.2,0.2,0.2,0.2,Neutral
1038,merging panorama,0.2,0.2,0.2,0.2,0.2,Neutral
1039,new rekha malhotra draws,0.2,0.2,0.2,0.2,0.2,Neutral
1040,designed reflect regardless,0.2,0.2,0.2,0.2,0.2,Neutral
1041,guide find paths teaching compassled,0.2,0.2,0.2,0.2,0.2,Neutral
1042,engineered developed reduce improve many,0.006188,0.002016,0.002297,0.001953,0.001656,Happiness
1043,fixing toxic tough readily identify,0.550000,1.075000,1.555000,1.020000,1.445000,Fear
1044,countdown begun join,0.2,0.2,0.2,0.2,0.2,Neutral
1045,scholar political civil saudi,0.443750,0.163750,0.160000,0.158750,0.136250,Happiness
1046,learn well neural usually large massive dont actually hav,0.625000,0.625000,0.625000,0.625000,0.625000,Happiness
1047,developing socalled genedrive provides genetic,0.2,0.2,0.2,0.2,0.2,Neutral
1048,happy,0.000071,0.000016,0.000017,0.000018,0.000017,Happiness
1049,studying spanish discovering literary british london,0.2,0.2,0.2,0.2,0.2,Neutral
1050,hynes developed nanosized surrounding,0.2,0.2,0.2,0.2,0.2,Neutral
1051,reflects married,0.2,0.2,0.2,0.2,0.2,Neutral
1052,happy national proud nursing medical,0.099393,0.048442,0.049379,0.040317,0.039379,Happiness
1053,make good springfest,0.008633,0.002285,0.002363,0.002227,0.002207,Happiness
1054,suborbital mit fly back,0.2,0.2,0.2,0.2,0.2,Neutral
1055,reach many possible,0.2,0.2,0.2,0.2,0.2,Neutral
1056,relatively balmy heat moving graphite,0.2,0.2,0.2,0.2,0.2,Neutral
1057,assembled tiny identical wing enable lighter,0.2,0.2,0.2,0.2,0.2,Neutral
1058,happy do try yoda,0.000018,0.000004,0.000004,0.000004,0.000004,Happiness
1059,global contest approaching experiences submit ap,0.2,0.2,0.2,0.2,0.2,Neutral
1060,last hosted mentoring matched work,0.2,0.2,0.2,0.2,0.2,Neutral
1061,episode special,0.2,0.2,0.2,0.2,0.2,Neutral
1062,historic anthropologists plan disciplinary open publishing heather,0.2,0.2,0.2,0.2,0.2,Neutral
1063,salvatore vitale ligos latest,0.2,0.2,0.2,0.2,0.2,Neutral
1064,putting test,0.2,0.2,0.2,0.2,0.2,Neutral
1065,provide finescale growing highly uniform desired,0.2,0.2,0.2,0.2,0.2,Neutral
1066,second acms global,0.2,0.2,0.2,0.2,0.2,Neutral
1067,fear online said prof,0.560000,1.135000,2.185000,1.260000,0.820000,Fear
1068,earned major finishing regular,0.2,0.2,0.2,0.2,0.2,Neutral
1069,roughly thrilled announce hired fulltime,2.010000,0.605000,1.075000,0.590000,0.540000,Happiness
1070,lowincome,0.2,0.2,0.2,0.2,0.2,Neutral
1071,elected eboyden,0.2,0.2,0.2,0.2,0.2,Neutral
1072,achieving lab,0.2,0.2,0.2,0.2,0.2,Neutral
1073,including produced,0.2,0.2,0.2,0.2,0.2,Neutral
1074,connecting stem organized w,0.2,0.2,0.2,0.2,0.2,Neutral
1075,magical suddenly different dr catherine cady astrocady,1.940000,0.570000,0.705000,0.585000,0.555000,Happiness
1076,belichick good,0.004316,0.001143,0.001182,0.001113,0.001104,Happiness
1077,nanofiber makes stretchy protective artificial,0.2,0.2,0.2,0.2,0.2,Neutral
1078,finding says senior henryrerrie,0.2,0.2,0.2,0.2,0.2,Neutral
1079,finding common,0.2,0.2,0.2,0.2,0.2,Neutral
1080,nse discusses around degreerelated,0.2,0.2,0.2,0.2,0.2,Neutral
1081,bernard described selftaught solved yearold cryptographic,0.2,0.2,0.2,0.2,0.2,Neutral
1082,second annual smashing featuring louridolab,0.2,0.2,0.2,0.2,0.2,Neutral
1083,prof ed boyden national distinguished,0.2,0.2,0.2,0.2,0.2,Neutral
1084,enjoy harmonious mit chamber chorus,0.2,0.2,0.2,0.2,0.2,Neutral
1085,new conduct instead trapping,0.2,0.2,0.2,0.2,0.2,Neutral
1086,much free worth,0.272500,0.071875,0.083125,0.071875,0.068125,Happiness
1087,premier allfemale muses longlasting,0.2,0.2,0.2,0.2,0.2,Neutral
1088,bad allergic found natural using,0.101250,0.043125,0.046250,0.044062,0.041875,Happiness
1089,like introduce,0.2,0.2,0.2,0.2,0.2,Neutral
1090,planning schwarzman computing working exploring,0.2,0.2,0.2,0.2,0.2,Neutral
1091,take fantastic magnetic,0.2,0.2,0.2,0.2,0.2,Neutral
1092,seeks connect seemingly disparate,0.2,0.2,0.2,0.2,0.2,Neutral
1093,wiring ship signal needed,1.080000,0.565000,0.850000,0.625000,0.565000,Happiness
1094,amazement discovering deep,0.2,0.2,0.2,0.2,0.2,Neutral
1095,exquisite right taken,0.2,0.2,0.2,0.2,0.2,Neutral
1096,top awarded,0.2,0.2,0.2,0.2,0.2,Neutral
1097,inactive study,0.2,0.2,0.2,0.2,0.2,Neutral
1098,wonder graduate ryan quite believe,0.029297,0.010557,0.014619,0.012539,0.010381,Happiness
1099,imaging helps remove tiny ovarian,0.2,0.2,0.2,0.2,0.2,Neutral
1100,phd aims native,0.2,0.2,0.2,0.2,0.2,Neutral
1101,more middle compete fourth northeast regional hosted m,0.2,0.2,0.2,0.2,0.2,Neutral
1102,eric finding practical,0.2,0.2,0.2,0.2,0.2,Neutral
1103,happy phd figured,0.000009,0.000002,0.000002,0.000002,0.000002,Happiness
1104,noninvasive improves amyloid,0.2,0.2,0.2,0.2,0.2,Neutral
1105,point stifling aging,0.2,0.2,0.2,0.2,0.2,Neutral
1106,celebrates random kindness participating lively connecting,2.152500,0.557500,0.522500,0.540000,0.522500,Happiness
1107,amazing kiessling sugarprotein,0.2,0.2,0.2,0.2,0.2,Neutral
1108,speed new liver,0.2,0.2,0.2,0.2,0.2,Neutral
1109,faced many refugee mitreact pro,0.195000,0.115000,0.116250,0.125000,0.108750,Happiness
1110,announced m challenges vodafoneproject,0.2,0.2,0.2,0.2,0.2,Neutral
1111,developed using greater,0.2,0.2,0.2,0.2,0.2,Neutral
1112,acknowledging emerging initiated muchneeded,0.2,0.2,0.2,0.2,0.2,Neutral
1113,beverly daniel direct racial polarized histo,0.2,0.2,0.2,0.2,0.2,Neutral
1114,mechanical produces strong yet soft possible medicine,0.839167,0.353750,0.465208,0.414375,0.361042,Happiness
1115,reif chancellor showing saam ua,0.2,0.2,0.2,0.2,0.2,Neutral
1116,stephen schwarzman historic new,0.2,0.2,0.2,0.2,0.2,Neutral
1117,happy perfect browse,0.000004,0.000001,0.000001,0.000001,0.000001,Happiness
1118,tasked amazon improve,0.003094,0.001008,0.001148,0.000977,0.000828,Happiness
1119,senior scholar tackling,0.221875,0.081875,0.080000,0.079375,0.068125,Happiness
1120,mit developed algorithm predict potential,0.2,0.2,0.2,0.2,0.2,Neutral
1121,together graduate,0.004141,0.001104,0.002119,0.001758,0.001084,Happiness
1122,explore global shakespeares video amp archive,0.2,0.2,0.2,0.2,0.2,Neutral
1123,reverse behavioral williams syndrome,0.2,0.2,0.2,0.2,0.2,Neutral
1124,solved,0.2,0.2,0.2,0.2,0.2,Neutral
1125,aliebn ur writing,0.2,0.2,0.2,0.2,0.2,Neutral
1126,happy were sharing theyre inspired,0.126564,0.036875,0.038750,0.036875,0.034063,Happiness
1127,lightweight highpower say,0.2,0.2,0.2,0.2,0.2,Neutral
1128,provide actual allowing kee,0.2,0.2,0.2,0.2,0.2,Neutral
1129,setting academic mit schwarzman computing,0.2,0.2,0.2,0.2,0.2,Neutral
1130,ticked wrench engineer fixed,0.2,0.2,0.2,0.2,0.2,Neutral
1131,wishing happy protect,0.511251,0.163750,0.180000,0.205000,0.136250,Happiness
1132,membrane guide flexible armor new,0.2,0.2,0.2,0.2,0.2,Neutral
1133,understanding,0.2,0.2,0.2,0.2,0.2,Neutral
1134,method global ocean similar,0.325625,0.195937,0.229063,0.197813,0.190000,Happiness
1135,enjoy sweet mit great,0.2,0.2,0.2,0.2,0.2,Neutral
1136,mapping pave better augmented robo,0.2,0.2,0.2,0.2,0.2,Neutral
1137,senior associate sidneypacific,0.2,0.2,0.2,0.2,0.2,Neutral
1138,alana syndrome bring together biologists address central,0.2,0.2,0.2,0.2,0.2,Neutral
1139,recognized technical educational,0.2,0.2,0.2,0.2,0.2,Neutral
1140,onell complicated involving,0.2,0.2,0.2,0.2,0.2,Neutral
1141,find recognizing,0.2,0.2,0.2,0.2,0.2,Neutral
1142,museums new sets apart arresting particul,0.557500,0.325000,0.310000,0.340000,0.292500,Happiness
1143,live long big big honor amp remember sean,0.000253,0.000079,0.000082,0.000082,0.000078,Happiness
1144,first habitable heated entirely sun designed using developed,1.547500,0.787500,0.755000,0.692500,0.707500,Happiness
1145,devised faster efficient perturb,0.2,0.2,0.2,0.2,0.2,Neutral
1146,approve update academic,0.2,0.2,0.2,0.2,0.2,Neutral
1147,said new spawn new medical experi,0.2,0.2,0.2,0.2,0.2,Neutral
1148,digital launches,0.2,0.2,0.2,0.2,0.2,Neutral
1149,bathes body quite different used grow la,1.710000,0.712500,0.690000,0.730000,0.810000,Happiness
1150,brings neighborhood urban,0.2,0.2,0.2,0.2,0.2,Neutral
1151,changing hayden library staying same prepare haydens partial,0.2,0.2,0.2,0.2,0.2,Neutral
1152,yes true real didyouknow inven,0.2,0.2,0.2,0.2,0.2,Neutral
1153,scientific,0.2,0.2,0.2,0.2,0.2,Neutral
1154,hard so collaborated,0.206250,0.277500,0.276250,0.218750,0.175000,Anger
1155,structuring schwarzman computing,0.2,0.2,0.2,0.2,0.2,Neutral
